ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
BAYRAKLI;;38.462928032273;3530-013-16;11;MANAVKUYU;;16 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.184731636436;275/11
ÇEŞME;;38.258183207584;3509-002-16;1001;ALAÇATI;;16 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.376204052586;18026
KEMALPAŞA;;38.433315415685;3517-038-17;6;SEKİZ EYLÜL;;17 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.410244564173;116
KEMALPAŞA;;38.428058450345;3517-031-17;6;MEHMET AKİF ERSOY;;17 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.418547531997;MESERETCİOĞLU CAD.NO.13 ATATÜRK İLKÖĞRETİM OKULU
ÇEŞME;;38.232548328392;3509-002-17;1001;ALAÇATI;;17 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.364854157378;18001
KEMALPAŞA;;38.430869431015;3517-038-18;6;SEKİZ EYLÜL;;18 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.413192554317;135
BAYRAKLI;;38.457402061533;3530-013-17;11;MANAVKUYU;;18 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.185648641572;SAKARYA
KEMALPAŞA;;38.424591483727;3517-031-18;6;MEHMET AKİF ERSOY;;18 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.428756199385;241/1
BAYRAKLI;;38.464560038688;3530-013-18;11;MANAVKUYU;;18 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.198851563471;YÜZBAŞI İBRAHİM HAKKI
TORBALI;;38.148911349426;3528-033-02;9;KARŞIYAKA;;2 NO'LU AFET VE ACİL DURUM  TOPLANMA ALANI;27.379397386833;7308
KARŞIYAKA;;38.459116129526;3516-002-02;20;ALAYBEY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.118958706085;1671
BORNOVA;;38.453362167471;3507-034-02;2;NALDÖKEN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.268141238255;1201
KEMALPAŞA;;38.463859330609;3517-004-02;6;AKALAN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.48293315434;1528
GÜZELBAHÇE;;38.377024569726;3514-011-02;1;YALI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.897060882761;148
ÇEŞME;;38.373962724325;3509-014-02;1001;ILDIR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.48165230677;27000 SOKAK
KEMALPAŞA;;38.428750968545;3517-038-02;6;SEKİZ EYLÜL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.412892036321;İZMİR CAD. VE 136 SOKAK KESİŞİMİ
BAYINDIR;;38.194193449743;3504-047-02;7;PINARLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.750351040527;SULTAN SOKAK
KARABAĞLAR;;38.399172258003;3531-009-02;19;BAHÇELİEVLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.111840756006;ADNAN KAHVECİ PARKI - 389 SOKAK
ÖDEMİŞ;;38.235022989892;3524-003-02;998;ANAFARTALAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.981143042555;SAĞLIK CAD.PARK
ÇEŞME;;38.286971983594;3509-019-02;1001;OVACIK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.314017311944;7000
ÖDEMİŞ;;38.256817108743;3524-059-02;998;KÖSELER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.88729665826;KÖSELER
TİRE;;38.09607711568;3527-038-02;997;FATİH;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.721066517052;NURCAN KORKMAZ PARKI - MİLLET CAD.
KEMALPAŞA;;38.460255326365;3517-051-02;6;AŞAĞI YENMİŞ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.436598750777;VATAN CAD. VE PINAR SOKAK KESİŞİMİ
MENEMEN;;38.583691462473;3522-029-02;17;GÖLCÜK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.085154997878;9422
ÇEŞME;;38.345030831813;3509-013-02;1001;GERMİYAN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.444411547665;27011
DİKİLİ;;39.079528603728;3511-014-02;995;İSMETPAŞA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.898042966378;SANAYİ EMEKÇİLERİ PARKI (80/1 SOK İLE 82 SOKAK ARASI)
BORNOVA;;38.518924513522;3507-022-02;2;KARAÇAM;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.272768209463;KARAÇAM CAD. VE DOĞAN SOKAK ARASI
KARABAĞLAR;;38.359835020441;3531-057-02;19;YURDOĞLU;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.094672086092;UZUNDERE REKREASYON ALANI - 3945/5 SOKAK
MENEMEN;;38.641403183648;3522-032-01;17;HASANLAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127584668833;903
GÜZELBAHÇE;;38.382230280002;3514-006-02;1;MALTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.920431715079;3
KİRAZ;;38.195425510885;3519-042-02;994;SOLAKLAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.339291374827;SARIİMAMLAR KÜMEEVLER İLKOKUL BAHÇESİ - SARIİMAMLAR SOKAK
BALÇOVA;;38.379169160802;3503-002-02;14;ÇETİN EMEÇ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.060025656902;YAREN
NARLIDERE;;38.397070468848;3523-011-02;5;YENİKALE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.005486976198;MUSTAFA KEMAL SAHİL
MENDERES;9;38.246787083232;3521-018-02;13;DEREKÖY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.116046344393;DEREKÖY
MENDERES;;38.0233792393;3521-014-02;13;ÇUKURALTI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.097344812775;ÇETİN YETİŞTİREN
MENDERES;;38.012938179402;3521-042-02;13;ÖZDERE CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.123718905464;3009
KARŞIYAKA;;38.458856089675;3516-004-02;20;TUNA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.118412425422;1671
KARŞIYAKA;;38.457782226589;3516-011-02;20;BAHARİYE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.114519922974;1671
KARŞIYAKA;;38.458554969181;3516-006-02;20;BAHRİYE ÜÇOK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.113510745209;LATİFE HANIM
DİKİLİ;;38.939825287573;3511-005-02;995;ÇANDARLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.930453118959;SUCUHAFIZ
SEFERİHİSAR;;38.07271279579;3525-005-02;12;CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.924710606644;KUŞADASI SEFERİHİSAR YOLU
KARŞIYAKA;;38.484267885514;3516-020-02;20;ÖRNEKKÖY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.103902872344;7550
KARŞIYAKA;;38.485847815882;3516-015-02;20;İNÖNÜ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091065064228;6715
TORBALI;;38.146605960786;3528-051-02;9;TEPEKÖY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.364196358121;4556
TORBALI;;38.295538207748;3528-032-02;9;KARAOT;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.437047209589;KARAOT KÖY YOLU
TORBALI;;38.198064475698;3528-034-02;9;KAZIM KARABEKİR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.243400955767;GAFFAR OKKAN
TORBALI;;38.138207950609;3528-058-02;9;YENİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.37689678448;535
TORBALI;;38.231014307264;3528-014-02;9;ÇAPAK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.35239782534;2540
ÖDEMİŞ;;38.071549334962;3524-012-02;998;BIÇAKÇI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.095244828803;BIÇAKÇI
SEFERİHİSAR;;38.080335790793;3525-014-02;12;MERSİN ALANI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.958219422942;6086
SEFERİHİSAR;;38.070279728576;3525-001-02;12;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.850770987094;5752
KARŞIYAKA;;38.46989764464;3516-009-02;20;DEDEBAŞI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.107558657849;6113
SEFERİHİSAR;;38.122202519909;3525-013-02;12;KAVAKDERE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.911150589791;KAVAKDERE YOLU
KARŞIYAKA;;38.47203989628;3516-012-02;20;FİKRİ ALTAY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.099783043684;6183/7
KARŞIYAKA;;38.46990215866;3516-010-02;20;DEMİRKÖPRÜ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.098083142404;6181
KARŞIYAKA;;38.469344010475;3516-022-02;20;ŞEMİKLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.097420420218;6182
SEFERİHİSAR;;38.194812059445;3525-004-02;12;HIDIRLIK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.838490831839;İNÖNÜ
ALİAĞA;;38.758586383807;3502-008-02;3;ÇITAK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.054717773447;VATAN
ALİAĞA;;38.922273603583;3502-001-02;3;AŞAĞIŞAKRAN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.097353279182;11/32
KEMALPAŞA;;38.428312053307;3517-007-02;6;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.409813709619;67/1
ALİAĞA;;38.79728439458;3502-002-02;3;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.967534236367;364
BORNOVA;;38.428085193083;3507-019-02;2;IŞIKLAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.220011508854;4226
URLA;;38.422225705694;3529-004-02;18;BALIKLIOVA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.583775362135;13005
FOÇA;;38.73153672978;3512-002-02;4;CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.892337079909;ZAFER
ÇEŞME;;38.350686620436;3509-001-02;1001;16 EYLÜL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.287481323708;3331
ÇEŞME;;38.293792765092;3509-010-01;1001;ÇİFTLİK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.284410975063;22
MENDERES;89;38.214053836004;3521-037-02;13;KÜNER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.123056834941;KÜNER
URLA;;38.333962293801;3529-033-02;18;YENİCE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.788008644397;KEKİK
URLA;;38.322616712171;3529-001-02;18;ALTINTAŞ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.753226364749;MAVİGÖK
ÖDEMİŞ;;38.110945806132;3524-057-02;998;KONAKLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.992585747214;MEHMET KUTLU
KARABAĞLAR;;38.392007300721;3531-021-02;19;ESENYALI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.09134722178;52/74
KARABAĞLAR;;38.391720812018;3531-040-02;19;POLİGON;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.083493177881;123/5
BALÇOVA;;38.387682271833;3503-004-02;14;FEVZİ ÇAKMAK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.042863471394;SAKARYA
BALÇOVA;;38.392966245726;3503-006-02;14;KORUTÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.043696458064;ORTANCA
KARŞIYAKA;;38.473761113879;3516-017-02;20;MAVİŞEHİR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.075863789072;HASAN TAHSİN UZER
BAYRAKLI;;38.483843853192;3530-019-02;11;POSTACILAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.117164937779;7599
BAYRAKLI;;38.466108962063;3530-011-02;11;GÜMÜŞPALA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.133811884785;7021
BAYRAKLI;;38.462769012652;3530-004-02;11;BAYRAKLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.165730732088;ZEKİ YAVAŞ
BAYRAKLI;;38.474909943054;3530-001-02;11;75. YIL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.158209748924;1620/39
KONAK;;38.430702362828;3520-066-02;21;KÜLTÜR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.138073960063;VASIF ÇINAR
KARŞIYAKA;;38.456279041755;3516-007-02;20;BOSTANLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.097133744058;HASAN ALİ YÜCEL
MENEMEN;;38.608743343304;3522-042-02;17;KASIMPAŞA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.082345137568;1023
MENEMEN;;38.600214442429;3522-023-02;17;ESATPAŞA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.075799646234;1205
NARLIDERE;;38.406766102037;3523-010-02;5;SAHİLEVLERİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.009040916624;ŞAİR CAN YÜCEL
NARLIDERE;;38.395678557771;3523-006-02;5;HUZUR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.992020381343;YAPICILAR
ÇİĞLİ;;38.489573787387;3510-006-02;16;AYDINLIKEVLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.082264101281;6786
KARŞIYAKA;;38.491702223654;3516-027-02;20;ZÜBEYDE HANIM;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.106937182516;7448/9
KARABURUN;;38.556498874244;3515-005-02;1000;İNECİK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.563890558885;İNECİK
ALİAĞA;;38.703009632639;3502-004-02;3;B.HAYRETTİN PAŞA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.023385023837;2226
BAYRAKLI;;38.469471929724;3530-009-02;11;EMEK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.118860953085;ŞEHİT ASTEĞMEN MESUT UZLU
MENDERES;34;38.079061861754;3521-027-02;13;GÜMÜLDÜR FEVZİ ÇAKMAK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.018005121652;TEPE
KARABAĞLAR;;38.393062737165;3531-002-02;19;ADNAN SÜVARİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.095751808017;108/8
KARABAĞLAR;;38.391744284721;3531-053-02;19;ESENTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.074943305002;75
NARLIDERE;;38.396819222028;3523-009-02;5;NARLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.004120951562;TÜLAY AKTAŞ
KARŞIYAKA;;38.461087897485;3516-023-02;20;TERSANE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127414522015;YALI
MENEMEN;;38.55919545493;3522-002-02;17;30 AĞUSTOS;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.046297681713;7113
ALİAĞA;;38.834736913806;3502-026-02;3;YALI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.975339028649;TONAL YALÇIN PARKI - MERKEZ KÜMEEVLER SOKAK
GÜZELBAHÇE;;38.330606529594;3514-005-02;1;KÜÇÜKKAYA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.896021689407;SEVGİ
KINIK;;38.962567384242;3518-030-02;996;ÖRTÜLÜ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.348878870446;OKUL CADDESİ NO:2
BERGAMA;;39.111598742247;3505-092-02;999;MALTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.174370576842;STADYUM ÇEVRESİNDEKİ ALANLAR - STADYUM SOKAK
ÖDEMİŞ;;38.090103330939;3524-006-02;998;BADEMLİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.056845867403;PAZAR YERİ SOKAK
ÇİĞLİ;;38.507075679509;3510-018-02;16;İZKENT;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.065477154867;8845
ÇİĞLİ;;38.508063668602;3510-010-02;16;EGEKENT;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.060277178693;8827
GÜZELBAHÇE;;38.358208260764;3514-001-02;1;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.889078292652;555
BUCA;;38.368811502094;3508-014-02;8;ÇAMLIKULE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.168879873815;220/49
ÇEŞME;;38.294581001555;3509-002-02;1001;ALAÇATI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.363341049448;14045
BALÇOVA;;38.39417825501;3503-003-02;14;EĞİTİM;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.058610381497;ERTUĞRUL GAZİ
KARABAĞLAR;;38.3835703887;3531-029-02;19;KARABAĞLAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.133020028205;5759/4
ÇİĞLİ;;38.49389617447;3510-022-02;16;MALTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.081252996701;CEMİL MERİÇ
ÇEŞME;;38.302216970829;3509-007-02;1001;CELAL BAYAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.371159995051;5176
KONAK;;38.434500187923;3520-100-02;21;EGE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.155045008731;İŞÇİLER
ÖDEMİŞ;;38.222221052306;3524-042-02;998;HÜRRİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.97649008408;ŞEHİT ÖZPOLAT
NARLIDERE;;38.392629434943;3523-004-02;5;ÇAMTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.007495828116;ÇAĞATAY
KARŞIYAKA;;38.482376275499;3516-008-02;20;CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.098614405798;6723
MENEMEN;;38.556038405945;3522-001-02;17;30 AĞUSTOS;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.044538173855;7112
ÖDEMİŞ;;38.231019022428;3524-099-02;998;ZAFER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.994827981443;ŞEHİT TURAN EMEKSİZ
GAZİEMİR;;38.305729521472;3513-014-02;15;SEVGİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.140356379262;666
ÇİĞLİ;;38.507520330017;3510-009-02;16;ÇAĞDAŞ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.057968962204;8050
MENEMEN;;38.577416725155;3522-044-02;17;KEMAL ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.0728614441;BARIŞ
ÇİĞLİ;;38.488041774954;3510-004-02;16;ATAŞEHİR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.063175198106;8020/3
ÇİĞLİ;;38.496497739297;3510-024-02;16;ŞİRİNTEPE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.070990144867;8413
BORNOVA;;38.480687058376;3507-001-02;2;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.204248133634;BARBAROS
MENEMEN;;38.624737162484;3522-020-02;17;DEĞİRMENDERE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.147614546091;23 NİSAN
GAZİEMİR;;38.322421712296;3513-006-02;15;DOKUZ EYLÜL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.138945102148;ORHANGAZİ
TİRE;;38.090358920932;3527-048-02;997;İHSANİYE;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.744277774436;IŞIK
TİRE;;38.089258576682;3527-046-02;997;İBNİ MELEK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.720145268522;DOĞAN
ÖDEMİŞ;;38.23557497562;3524-010-02;998;BENGİSU;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.969376099341;BOZDAĞ
URLA;;38.365032024808;3529-023-02;18;ÖZBEK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.706748194314;6002
MENEMEN;;38.538377488499;3522-005-02;17;9 EYLÜL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.037638238651;8.
DİKİLİ;;39.078498783677;3511-003-02;995;CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.888620391778;302
KARŞIYAKA;;38.471589864308;3516-014-02;20;İMBATLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.112204899709;6076
ÖDEMİŞ;;38.025786097168;3524-064-02;998;KÜÇÜKÖREN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.994055282574;KÜÇÜKÖREN
MENDERES;;38.246821094626;3521-006-02;13;BARBAROS;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127373286993;415
ÖDEMİŞ;;38.271668759133;3524-038-02;998;DEREUZUNYER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.937652202249;KANAL
KARŞIYAKA;;38.494149778645;3516-018-02;20;MUSTAFA KEMAL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.096284024009;BÜLENT ECEVİT
KONAK;;38.40413013096;3520-085-02;21;PİRİ REİS;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.114950794226;271
BUCA;;38.316995815207;3508-031-02;8;KIRKLAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.313993854186;5002
BAYRAKLI;;38.465817992287;3530-010-02;11;FUAT EDİP BAKSI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.160533751814;ANADOLU
TORBALI;;38.145546905376;3528-049-02;9;ŞEHİTLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.401890070243;7514
SEFERİHİSAR;;38.200772167723;3525-015-02;12;ORHANLI;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.967920168815;KOCAPINAR
MENEMEN;;38.580843193527;3522-027-02;17;GAZİ MUSTAFA KEMAL;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.965555522136;KAYNAKLAR
BAYINDIR;;38.221812744588;3504-025-02;7;HACI İBRAHİM;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.645196728292;ALBAY ALPAT
BAYRAKLI;;38.455966934447;3530-014-02;11;MANSUROĞLU;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.193575252629;269/3
GÜZELBAHÇE;;38.364841217458;3514-003-02;1;ÇELEBİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.881108320896;271
URLA;;38.389711933031;3529-010-02;18;DENİZLİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.739304986671;262
KEMALPAŞA;;38.421378071226;3517-040-02;6;SOĞUKPINAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.430709530701;258/1
ÇEŞME;;38.323276164591;3509-016-02;1001;İSMET İNÖNÜ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.311345869954;2069
BUCA;;38.394207381763;3508-021-02;8;GAZİLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.179470778977;1052/2
MENDERES;;38.053192031178;3521-041-02;13;ORTA;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.048969007898;1147
TORBALI;;38.153019610922;3528-006-02;9;ATATÜRK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.377898281645;1601
ÇİĞLİ;;38.504799326853;3510-023-02;16;SASALI MERKEZ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.959426097855;169
BAYRAKLI;;38.491648418164;3530-012-02;11;KÖRFEZ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.132054153892;7382
ÇİĞLİ;;38.520869588237;3510-025-02;16;UĞUR MUMCU;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.046421224955;8790/6
BORNOVA;;38.42747123451;3507-028-02;2;KOŞUKAVAK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.203407603665;4246 SK. VE 4179 SK. KESİŞİMİ
SELÇUK;;37.943617538201;3526-006-02;10;CUMHURİYET;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.369647561907;5028 SOKAK
KARABAĞLAR;;38.391844581995;3531-022-02;19;FAHRETTİN ALTAY;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.070419142371;2/2
BORNOVA;;38.427617303775;3507-018-02;2;GÜRPINAR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.271631262992;7027/1 SK. VE 7048 SK. KESİŞİMİ
MENDERES;;38.260517037194;3521-022-02;13;GÖLCÜKLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.140780196146;1004
MENEMEN;;38.603087796392;3522-060-02;17;VİLLAKENT;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.918743875718;5138 SOKAK VE 5141 SOKAK KESİŞİMİ
ÖDEMİŞ;;38.323969024064;3524-036-02;998;GÖLCÜK;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.028188415095;GÖLCÜK YAYLASI PARK VE ÇOCUK BAHÇESİ - SARAÇOĞLU CAD.
KEMALPAŞA;;38.45558525981;3517-041-02;6;SÜTÇÜLER;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.450518141104;IŞILAY SAYGIN SOKAK
MENEMEN;;38.638708107493;3522-034-02;17;HAYKIRAN;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.111209592666;802
KINIK;;39.087138002451;3518-035-02;996;YAYAKENT;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.307191980125;ÖZGÜR
MENEMEN;;38.613766132756;3522-048-02;17;MERMERLİ;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.065780969386;1403
KARABAĞLAR;;38.392439324736;3531-031-02;19;KAZIM KARABEKİR;;2 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.116271096637;KAZIM KARABEKİR ŞİRİN PARKI
