ILCE;KAPINO;ENLEM;ACIKLAMA;ILCEID;MAHALLE;MAHALLEID;ADI;BOYLAM;YOL
TİRE;;38.085687216608;3527-019-01;997;CUMHURİYET;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.731149105995;ALAY PARKI - İBNİ MELEK CAD.
TİRE;;38.068992662385;3527-018-01;997;CAMBAZLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.767779347659;BOZUKBAHÇE SOKAK
TİRE;;38.087190580965;3527-014-01;997;BOYNUYOĞUN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.78333624261;BOYNUYOĞUN MAH. MEYDANI - 1. CUMHURİYET SOKAK
TİRE;;38.087026654031;3527-011-01;997;AYAKLIKIRI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.536173573577;AYAKLIKIRI MAH. MEYDANI - AYAKLIKIRI CUMHURİYET SOKAK
KINIK;;39.085980128357;3518-024-01;996;KOCAÖMER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.424193418838;İLKOKUL BAHÇESİ - MEDENİYET KÜMEEVLER
KINIK;;39.109342074779;3518-004-01;996;AZİZİYE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.485004087841;İLKOKUL BAHÇESİ - DEDELİ SOKAK
BORNOVA;;38.449434613852;3507-025-01;2;KAZIMDİRİK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.212691110347;FORUM BORNOVA - 372 SOKAK
BORNOVA;;38.424695266884;3507-019-01;2;IŞIKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.230871231813;IŞIKKENT MERKEZ MEYDANI - ALP CAD. VE 6028 SOKAK KESİŞİMİ
BORNOVA;;38.433244197342;3507-016-01;2;GAZİ OSMAN PAŞA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.196601627711;5460 SOKAK
TORBALI;;38.149812842215;3528-051-01;9;TEPEKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.361598266154;ATAÜRK MEYDANI
TORBALI;;38.131812952629;3528-038-01;9;MUSTAFA KEMAL ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.376898218102;MUSTAFA KEMAL ATATÜRK MAH. 4. CADDE
BERGAMA;;39.098911796098;3505-047-01;999;FATİH;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.165895640095;AHİ SOKAK-POYRAZ SOKAK VE DÜBEK CAD. KESİŞİMİ
KONAK;;38.402287259865;3520-040-01;21;GÜNEŞLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.127012387555;JANDARMA ARKASI PARK - 520/2 SOKAK
KONAK;;38.400821815788;3520-038-01;21;GÖZTEPE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.093827546018;SUSUZDEDE PARKI - 103 SOKAK
KONAK;;38.413983378471;3520-036-01;21;FERAHLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.161420100065;REMZİ SELVİ PARKI - 1162 SOKAK
KONAK;;38.40469774205;3520-024-01;21;ÇANKAYA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.101056741039;DR. BEHÇET UZ PARKI - 131 SOKAK
KONAK;;38.406012467196;3520-013-01;21;KILIÇ REİS;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.120989532633;ÜÇYOL MEYDANI - İNÖNÜ CAD.
KONAK;;38.407604563785;3520-001-01;21;19 MAYIS;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.14310676153;700
KINIK;;39.095803308682;3518-002-01;996;ARPASEKİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.491239017177;CEMEVİ ÇEVRESİ - FUNDA KÜMEEVLER
KINIK;;38.998733682655;3518-001-01;996;ARPADERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.462015521988;İLKOKUL BAHÇESİ - ARKADAŞ KÜMEEVLER
ÇİĞLİ;;38.52467056783;3510-025-01;16;UĞUR MUMCU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.045588222962;8790/5
NARLIDERE;;38.399518477445;3523-002-01;5;ALTIEVLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.988132700174;NAR
KARABAĞLAR;;38.372640801075;3531-056-01;19;YUNUS EMRE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.133607612902;ORG. ZEKİ DOĞAN PARKI - 4184/1 SOKAK
TİRE;;38.092414086282;3527-045-01;997;IŞIKLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.798486141049;HÜSEYİN EFE
TİRE;;38.050974067851;3527-003-01;997;AKÇAŞEHİR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.63133448927;AKÇAŞEHİR MAH. MEYDANI - AKÇAŞEHİR CAMİ SOKAK
TİRE;;38.027197178652;3527-009-01;997;ARMUTLU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.694609818001;ARMUTLU MAH. MEYDANI - ARMUTLU KÜMEEVLERİ
TİRE;;38.097258167698;3527-038-01;997;FATİH;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.722128681644;FATİH SULTAN MEHMET PARKI - İSTASYON CAD.
TİRE;;38.033470404774;3527-082-01;997;YAMANDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.81770971943;NİYAZİ BOZKURT SOKAK
TİRE;;38.066035826628;3527-042-01;997;HİSARLIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.702982170136;HİSARLIK MAH. MEYDANI - ÇUKURKÖY YOL ALTI KÜMEEVLERİ
TİRE;;38.001953033595;3527-034-01;997;DÜNDARLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.778193798495;DÜNDARLI MAH. MEYDANI - PINAR SOKAK
ÖDEMİŞ;;38.200373342356;3524-035-01;998;GERELİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.047507402532;OKUL BAHÇESİ - GERELİ SOKAK
ÖDEMİŞ;;38.089365743414;3524-022-01;998;ÇAMLICA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.955555704277;OKUL BAHÇESİ - ÇAMLICA MAH. KÜMEEVLER
ÖDEMİŞ;;38.355109066084;3524-008-01;998;BAYIRLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;28.034136081532;MAH. MEYDANI - BAYIRLI MAH. BOĞAZ KÜMEEVLER
KARABURUN;;38.654130056365;3515-014-01;1000;SARPINCIK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.402799349558;SARPINCIK KÜMEEVLER
KARABURUN;;38.611797375704;3515-011-01;1000;PARLAK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.395201331565;PARLAK TARLAİÇİ
KARABURUN;;38.506188770674;3515-010-01;1000;MORDOĞAN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.621281910978;İNÖNÜ CAD.
BERGAMA;;39.249871429363;3505-007-01;999;AŞAĞIBEY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.966193634597;ABDULGANİ SOKAK
BERGAMA;;39.113499162927;3505-003-01;999;ALACALAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.092075456139;ALACALAR MAH. MUHTARLIĞI BİNASI ÖNÜ - KÖY İÇİ YOLU
BERGAMA;;39.308939870984;3505-002-01;999;AKÇENGER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.293278243058;AKÇENGER SOKAK
BERGAMA;;38.950875586248;3505-115-01;999;TAVUKÇUKURU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.265604796877;TAVUKÇUKURU MERKEZ SOKAK
BERGAMA;;39.07816114876;3505-112-01;999;SİNDEL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.199696713654;SİNDEL SOKAK
BERGAMA;;39.31879299473;3505-108-01;999;SARICAOĞLU;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.375934256388;SARICAOĞLU SOKAK
BERGAMA;;39.098776676579;3505-103-01;999;PINARKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.053095183404;PINARKÖY İLKOKULU BAHÇESİ - TEPE SOKAK
BERGAMA;;38.94115344353;3505-101-01;999;ÖRLEMİŞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.117049387559;ÖRLEMİŞ SOKAK
BERGAMA;;39.285887659428;3505-096-01;999;OKÇULAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.966223265327;OKÇULAR SOKAK
BERGAMA;;39.269001254267;3505-094-01;999;MURATLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.450276985164;MURATLAR SOKAK
BERGAMA;;39.010255417807;3505-093-01;999;MARUFLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.212419298378;MARUFLAR SOKAK
BERGAMA;;39.018063098911;3505-089-01;999;KURFALLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.072434232374;İZMİR-ÇANAKKALE YOLU CAD. VE KURFALLI SOKAK KESİŞİMİ
TORBALI;;38.250914212186;3528-054-01;9;TÜRKMENKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.2624326011;İZMİR-AYDIN KARAYOLU
TİRE;;38.090218868866;3527-001-01;997;4 EYLÜL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.725662948494;GÜL PARKI - ORUÇ REİS CAD.
TİRE;;38.05798203896;3527-041-01;997;HASANÇAVUŞLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.523780133632;HASANÇAVUŞLAR MAH. MEYDANI - UYSAL KÜMEEVLERİ SOKAK
TİRE;;38.102730135128;3527-044-01;997;IŞIKLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.543810900068;IŞIKLAR MAH. MEYDANI - KİREMİTÇİ KÜMEEVLERİ
TİRE;;38.125373791303;3527-053-01;997;KARATEKE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.677968036914;İBRAHİM ÖZTÜRK SOKAK
TORBALI;;38.239664492722;3528-031-01;9;GAZİ MUSTAFA KEMAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.390556753877;MUSTAFA KEMAL ATATÜRK CADDESİ İLKOKUL
TORBALI;;38.239980118969;3528-024-01;9;GAZİ MUSTAFA KEMAL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.390373073862;İLKÖĞRETİM OKULU BAHÇESİ - MUSTAFA KEMAL ATATÜRK CAD.
BORNOVA;;38.532869443417;3507-003-01;2;BEŞYOL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.291619400751;BEŞYOL MAH. PARKI - BEŞYOL MAH. MEYDANI
BORNOVA;;38.4851919327;3507-001-01;2;ATATÜRK;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.199915524271;954 SOKAK VE 956 SOKAK KESİŞİMİ
BAYINDIR;;38.224242723446;3504-025-02;7;HATAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.636812766612;EMİR ÇEŞME
BERGAMA;;39.301206791666;3505-082-01;999;KIRANLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.15809732188;KIRANLI SOKAK
BERGAMA;;39.114707735522;3505-122-01;999;İNKILAP;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.182797531009;VAKIF ZEYTİNLİĞİ - ADNAN MENDERES BULVARI VE KAYHAN CAD. KESİŞİMİ
BERGAMA;;39.113420652304;3505-046-01;999;İNKILAP;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.182795365295;VAKIF ZEYTİNLİĞİ - ADNAN MENDERES BULV.VE KAYHAN CAD. KESİŞİMİ
BERGAMA;;39.344248546884;3505-057-01;999;GÜNEŞLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.125902399571;TEKKEKÖY SOKAK
BORNOVA;;38.465558053845;3507-013-01;2;ERZENE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.219078461825;BORNOVA KENT MEYDANI - FEVZİ ÇAKMAK CAD. VE KAZIM KARABEKİR CAD. KESİŞİMİ
BORNOVA;;38.500069740246;3507-011-01;2;EĞRİDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.216968820539;EĞRİDERE MAH. MEYDANI
BORNOVA;;38.439563152624;3507-007-01;2;ÇINAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.184600676245;YILDIRIM BEYAZIT CAD. VE 5006 SOKAK KESİŞİMİ
BORNOVA;;38.515713798342;3507-005-01;2;ÇAMİÇİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.221481365845;ÇAMİÇİ MAH. MEYDANI
BORNOVA;;38.436128162246;3507-002-01;2;BARBAROS;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.196757921217;ÇAMDİBİ ATATÜRK PARKI - 5331 SOKAK VE 5332 SOKAK KESİŞİMİ
KARŞIYAKA;;38.518359109201;3516-021-01;20;SANCAKLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.152707538218;SANCAKLI
TORBALI;;38.095818417589;3528-039-01;9;NAİME;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.434880659977;405 SOKAK
URLA;;38.320129328092;3529-020-01;18;NAİPLİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.76913996166;SARGIN SOKAK
TORBALI;;38.249462973043;3528-041-01;9;ORMANKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.456393500772;6330  SOKAK
URLA;;38.275884532479;3529-003-01;18;BADEMLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.831415869311;BADEMLER CAD. VE 15013 SOKAK KESİŞİMİ
ÖDEMİŞ;;38.229676250295;3524-085-01;998;TÜRKMEN;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.96367902134;DİKMEN CAD.
KINIK;;39.032391117227;3518-036-01;996;YAYLAKÖY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.513562897456;HALI SAHA ALANI - UYGAR SOKAK
TİRE;;38.132497040441;3527-066-01;997;MAHMUTLAR;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.627020593542;CAMİ SOKAK
BAYINDIR;;38.248212547239;3504-010-01;7;ÇAMLIBEL;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.583996993255;KÖY MEYDANI
DİKİLİ;;39.062114183219;3511-025-01;995;SALİMBEY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.886890521703;CUMHURİYET İ.Ö. OKULU BAHÇESİ - 116 SOKAK
DİKİLİ;;39.182001608704;3511-024-01;995;SALİHLER;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.849698404094;DÜĞÜN SALONU VE ÇEVRESİ - VATAN CAD.
DİKİLİ;;39.169477294815;3511-017-01;995;KIRATLI;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.856507264307;ATATÜRK MEYDANI -CAMİ ÖNÜ - CUMHURİYET CAD. VE KIRATLI 2 SOKAK KESİŞİMİ
DİKİLİ;;39.129347810574;3511-015-01;995;KABAKUM;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.890663239738;ATATÜRK MEYDANI - CAMİ VE ÇEVRESİ
KARŞIYAKA;;38.467942316018;3516-003-01;20;ATAKENT;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.085942832416;HASAN ALİ YÜCEL
ÇEŞME;;38.3597417286;3509-024-01;1001;ÜNİVERSİTE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.309634474436;4261 SOKAK VE 4261/1 SOKAK KESİŞİMİ
ÇEŞME;;38.317638962166;3509-023-01;1001;ŞİFNE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.402681200887;6459 SOKAK
ÇEŞME;;38.327603861301;3509-021-01;1001;SAKARYA;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.310529532787;3104 SOKAK
TİRE;;38.058734594825;3527-035-01;997;EĞRİDERE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.899561379087;OKUL BAHÇESİ - UĞUR SOKAK
TİRE;;38.017363161947;3527-062-01;997;KÜÇÜKKALE;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.526665933613;KÜÇÜKKALE MAH. MEYDANI - ŞEYTAN DERESİ SOKAK
URLA;;38.304134913233;3529-006-01;18;BİRGİ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.55550465313;KÖY İÇİ CAD. VE ÇİMEN SOKAK ARASI
SEFERİHİSAR;;38.246749107816;3525-021-01;12;ULAMIŞ;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.837250188362;1420/1
URLA;;38.371853817245;3529-008-01;18;ÇAMLIÇAY;;1 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.855465772425;5222 SOKAK
BAYRAKLI;;38.475501900663;3530-021-10;11;SOĞUKKUYU;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.121165932172;1844/12
KARŞIYAKA;;38.458098367765;3516-007-10;20;BOSTANLI;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.091847337223;2020
KARŞIYAKA;;38.470553336036;3516-025-10;20;YALI;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.08950370394;6482
NARLIDERE;;38.393576997107;3523-006-10;5;HUZUR;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.991606246521;AÇELYAM
GÜZELBAHÇE;;38.3608648102;3514-004-10;1;KAHRAMANDERE;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.88399072863;ŞEHİT KEMAL
BAYRAKLI;;38.463231040499;3530-013-10;11;MANAVKUYU;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.194375588836;FATİH SULTAN MEHMET
ÇEŞME;;38.319872548833;3509-018-10;1001;MUSALLA;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.305174533348;1025
GÜZELBAHÇE;;38.372841555447;3514-011-10;1;YALI;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.87725638564;346
ÇEŞME;;38.299556991918;3509-002-10;1001;ALAÇATI;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.377141969998;16087
BAYRAKLI;;38.45096009131;3530-014-10;11;MANSUROĞLU;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.181999671003;İSLAM KERİMOV
NARLIDERE;;38.391064023741;3523-009-10;5;NARLI;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.0069384425;ÖZYUVA
KEMALPAŞA;;38.427951604784;3517-031-10;6;MEHMET AKİF ERSOY;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.423674025067;DR. ALİ KARAMAN CAD. VE 224 SOKAK ARASI
ÇİĞLİ;;38.514799612224;3510-007-10;16;BALATÇIK;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.039366271173;1671/1
KEMALPAŞA;;38.431531551456;3517-038-10;6;SEKİZ EYLÜL;;10 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.405194903339;89 SOKAK
KEMALPAŞA;;38.430477206196;3517-038-11;6;SEKİZ EYLÜL;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.407509788177;81/1 SOKAK
BAYRAKLI;;38.477247888525;3530-021-11;11;SOĞUKKUYU;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.11835594251;1847/16
BAYRAKLI;;38.456167069521;3530-014-11;11;MANSUROĞLU;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.186982636785;SAKARYA
NARLIDERE;;38.391138669817;3523-009-11;5;NARLI;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.008089215196;ÖZYUVA
KARŞIYAKA;;38.47097376425;3516-025-11;20;YALI;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.086672874248;6471/5
NARLIDERE;;38.395011179041;3523-006-11;5;HUZUR;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.991110718219;İLHAN SELÇUK
GÜZELBAHÇE;;38.371545998529;3514-011-11;1;YALI;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.875948874401;338
KARŞIYAKA;;38.458141876674;3516-007-11;20;BOSTANLI;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.093128980968;2019
KEMALPAŞA;;38.428259285867;3517-031-11;6;MEHMET AKİF ERSOY;;11 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.424231201073;DR. ALİ KARAMAN CAD. VE KİRAZLI CAD. KESİŞİMİ
ÇİĞLİ;;38.486061796171;3510-004-12;16;ATAŞEHİR;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.07311315256;YENİHAVAALANI
BAYRAKLI;;38.476361897325;3530-021-12;11;SOĞUKKUYU;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.121713928031;1847/13
BAYRAKLI;;38.460460001012;3530-013-11;11;MANAVKUYU;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.184443957996;278/5
KARŞIYAKA;;38.470888463387;3516-025-12;20;YALI;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.086548513007;6470/3
KARŞIYAKA;;38.457628516845;3516-007-12;20;BOSTANLI;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.092791333476;2022
ÇEŞME;;38.292856025492;3509-002-12;1001;ALAÇATI;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.375812989057;16000
ÇEŞME;;38.314031806529;3509-018-12;1001;MUSALLA;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.283621412676;1134
BAYRAKLI;;38.456097066486;3530-014-12;11;MANSUROĞLU;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.18373165299;283/12
NARLIDERE;;38.394467806477;3523-006-12;5;HUZUR;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.990584975045;ERİŞ
KEMALPAŞA;;38.428164152006;3517-031-12;6;MEHMET AKİF ERSOY;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.422022347973;197
KEMALPAŞA;;38.432292771472;3517-038-12;6;SEKİZ EYLÜL;;12 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.407378883809;109
KEMALPAŞA;;38.428452280738;3517-031-13;6;MEHMET AKİF ERSOY;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.419939959563;MESERETCİOĞLU CAD. VE 187 SOKAK ARASI
KEMALPAŞA;;38.433995844049;3517-038-13;6;SEKİZ EYLÜL;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.407574753426;111
ÇİĞLİ;;38.489468767526;3510-004-13;16;ATAŞEHİR;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.063432194516;8016/1
BAYRAKLI;;38.458815054951;3530-013-13;11;MANAVKUYU;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.186778633864;275/8
BAYRAKLI;;38.459122050982;3530-013-12;11;MANAVKUYU;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.184321645245;278/5
BAYRAKLI;;38.453957074964;3530-014-13;11;MANSUROĞLU;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.181903665935;286
BAYRAKLI;;38.478795477794;3530-021-13;11;SOĞUKKUYU;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.122589690516;1844/17
ÇEŞME;;38.28391407699;3509-002-13;1001;ALAÇATI;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.380195984737;13038
ÇEŞME;;38.298324919561;3509-018-13;1001;MUSALLA;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.309705311533;7000
KARŞIYAKA;;38.470948397315;3516-025-13;20;YALI;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.088260314488;6470/2
KARŞIYAKA;;38.462973261155;3516-007-13;20;BOSTANLI;;13 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.094183153908;6352/2
KEMALPAŞA;;38.431947407239;3517-038-14;6;SEKİZ EYLÜL;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.410845187932;KİRAZLI CAD. VE 102 SOKAK ARASI
KARŞIYAKA;;38.472729153402;3516-025-14;20;YALI;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.084275734509;CAHER DUDAYEV
BAYRAKLI;;38.458491067324;3530-014-14;11;MANSUROĞLU;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.196996583428;DUMLUPINAR
ÇEŞME;;38.249273258121;3509-002-14;1001;ALAÇATI;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.379764050497;18000
ÇEŞME;;38.307956836374;3509-018-14;1001;MUSALLA;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.28173543369;33
KARŞIYAKA;;38.459852964073;3516-007-14;20;BOSTANLI;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.10417404312;1671
BAYRAKLI;;38.478762346957;3530-021-14;11;SOĞUKKUYU;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.124522918772;AKIN KIVANÇ
KEMALPAŞA;;38.430626428951;3517-031-14;6;MEHMET AKİF ERSOY;;14 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.419821674631;KİRAZLI CAD. VE 189 SOKAK KESİŞİMİ
KARŞIYAKA;;38.465364105503;3516-025-15;20;YALI;;15 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.098337270393;BESTEKAR YUSUF NALKESEN
KEMALPAŞA;;38.430441204169;3517-038-15;6;SEKİZ EYLÜL;;15 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.409992526511;İZMİR CAD. VE 120 SOKAK KESİŞİMİ
ÇEŞME;;38.255304223878;3509-002-15;1001;ALAÇATI;;15 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;26.377480051671;18026
KEMALPAŞA;;38.429626628922;3517-031-15;6;MEHMET AKİF ERSOY;;15 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.418421331718;168
BAYRAKLI;;38.460065048579;3530-013-14;11;MANAVKUYU;;15 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.186162634253;275/8
KEMALPAŞA;;38.433448416081;3517-038-16;6;SEKİZ EYLÜL;;16 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.411312559689;ŞEHİT ER İSA TÜRKMEN
KEMALPAŞA;;38.428780458937;3517-031-16;6;MEHMET AKİF ERSOY;;16 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.430559470636;19 MAYIS
BAYRAKLI;;38.463612044337;3530-013-15;11;MANAVKUYU;;16 NO'LU AFET VE ACİL DURUM TOPLANMA ALANI;27.200356558512;237
